rank,candidate_id,final_score,professional_band,band_id,subtype,current_title,headline,years_experience,current_company,industry,location,career_titles,current_work_evidence,negative_evidence,risk_flags,open_to_work,last_active_date,response_rate,response_hours,notice_period_days,willing_to_relocate,target_location,reasoning,professional_band_score,current_work_subtype_score,retrieval_search_ranking_score,vector_embedding_hybrid_score,production_ml_system_score,evaluation_maturity_score,python_backend_platform_score,product_shipper_score,experience_fit_score,skill_corroboration_score,behavior_fit_score,logistics_fit_score,near_miss_penalty,coherence_risk_penalty
222,CAND_0060340,116.896080,applied_ml,3,recommendation,Computer Vision Engineer,Computer Vision Engineer | 6.1 yrs in analytics & ML,6.1,Wysa,HealthTech AI,"Coimbatore, Tamil Nadu",Computer Vision Engineer | Junior ML Engineer | ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,,True,2026-05-25,0.540,30.1,45,False,False,Career evidence from this Computer Vision Engineer (6.1 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because location/relocation fit is weaker.,72.000000,7.500000,12.845280,0.320000,8.640800,0.000000,2.040000,5.000000,8.000000,0.900000,4.000000,0.650000,5.000000,0.000000
223,CAND_0040677,116.877280,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,4.2,Swiggy,Food Delivery,"Kochi, Kerala",AI Research Engineer | ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 120-day notice period,,True,2026-05-21,0.370,112.4,120,True,False,"At Swiggy, this AI Research Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.37 recruiter response rate and 120-day notice; notice period is 120 days.",72.000000,7.500000,17.549280,0.320000,8.640800,0.000000,2.122800,4.668400,5.500000,0.450000,3.826000,-0.700000,5.000000,0.000000
224,CAND_0082489,116.861200,applied_ml,3,recommendation,ML Engineer,ML Engineer | Data Science & ML enthusiast,5.3,InMobi,AdTech,"Noida, Uttar Pradesh",ML Engineer | AI Research Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | MLflow assessment 60.4/100",profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,,False,2026-02-21,0.710,111.8,90,True,True,"This 5.3-year ML Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, not marked open to work and notice period is 90 days.",72.000000,7.500000,16.824000,0.320000,8.640800,0.000000,1.840000,4.668400,8.000000,1.050000,0.318000,0.700000,5.000000,0.000000
225,CAND_0082913,116.796880,applied_ml,3,recommendation,Senior Software Engineer (ML),Senior Software Engineer (ML) | Building ML-powered solutions,5.5,InMobi,AdTech,"Trivandrum, Kerala",Senior Software Engineer (ML) | AI Specialist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | scikit-learn assessment 71.7/100",profile states limited ownership of modeling or deployment | not marked open to work,weak:repeated_role_description,False,2026-04-08,0.730,92.9,45,True,False,Senior Software Engineer (ML) with 5.5 years at InMobi; built production recommendation and behavioral reranking components. Main concern: not marked open to work.,72.000000,7.500000,16.958400,0.452480,7.680000,0.000000,0.680000,5.000000,8.000000,0.600000,1.326000,1.600000,5.000000,0.000000
226,CAND_0051466,116.711440,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,5.3,Niramai,HealthTech AI,"Trivandrum, Kerala",AI Research Engineer | Junior ML Engineer | ML Engineer,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Kubeflow assessment 84.5/100,profile states limited ownership of modeling or deployment,,True,2026-04-13,0.650,90.2,60,False,False,Career evidence from this AI Research Engineer (5.3 years) owns a production relevance system with explicit evaluation and operational evidence. Hiring feasibility is tempered because location/relocation fit is weaker.,72.000000,12.000000,7.296000,0.554240,8.640800,0.000000,2.520400,5.000000,8.000000,1.050000,4.000000,0.650000,5.000000,0.000000
227,CAND_0016170,116.612960,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,6.8,Dream11,Gaming,Sydney,AI Research Engineer | Data Scientist | Data Scientist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 90-day notice period,weak:activity_before_signup,True,2026-03-24,0.520,93.5,90,False,False,"At Dream11, this AI Research Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.52 recruiter response rate and 90-day notice; notice period is 90 days and location/relocation fit is weaker.",72.000000,7.500000,17.549280,0.452480,7.680000,0.000000,0.962800,4.668400,8.000000,0.450000,4.000000,-1.650000,5.000000,0.000000
228,CAND_0094685,116.571760,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,3.5,Krutrim,AI/ML,"Pune, Maharashtra",AI Research Engineer | AI Specialist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | MLflow assessment 82.0/100",profile states limited ownership of modeling or deployment,,True,2026-04-12,0.680,60.5,45,True,True,"This 3.5-year AI Research Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, 3.5 years is below the preferred experience band.",72.000000,7.500000,17.549280,0.452480,7.680000,0.000000,2.040000,5.000000,2.500000,0.600000,4.000000,2.250000,5.000000,0.000000
229,CAND_0098780,116.453840,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,5.9,Zomato,Food Delivery,"Bangalore, Karnataka",AI Research Engineer | AI Research Engineer,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Semantic Search assessment 48.4/100,profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-04-18,0.570,43.1,60,False,False,AI Research Engineer with 5.9 years at Zomato; owns a production relevance system with explicit evaluation and operational evidence. Main concern: location/relocation fit is weaker.,72.000000,12.000000,12.387840,0.640000,7.680000,0.000000,0.680000,3.840000,8.000000,0.000000,3.576000,0.650000,5.000000,0.000000
230,CAND_0022852,116.332480,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,5.4,Zomato,Food Delivery,"Bhubaneswar, Odisha",AI Research Engineer | AI Specialist | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Python assessment 55.3/100",profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,,False,2026-02-24,0.860,92.1,120,True,False,Career evidence from this AI Research Engineer (5.4 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because not marked open to work and notice period is 120 days.,72.000000,7.500000,17.549280,0.320000,8.640800,0.000000,2.186400,5.000000,8.000000,0.000000,0.586000,-0.450000,5.000000,0.000000
231,CAND_0001930,116.170880,applied_ml,3,recommendation,Senior Software Engineer (ML),Senior Software Engineer (ML) | 6.9 yrs in analytics & ML,6.9,Dream11,Gaming,"Kolkata, West Bengal",Senior Software Engineer (ML) | Computer Vision Engineer | Data Scientist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Milvus assessment 81.9/100",profile states limited ownership of modeling or deployment | 120-day notice period,weak:repeated_role_description,True,2026-03-08,0.650,21.5,120,False,False,"At Dream11, this Senior Software Engineer (ML) built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.65 recruiter response rate and 120-day notice; notice period is 120 days and location/relocation fit is weaker.",72.000000,7.500000,16.958400,0.452480,7.680000,0.000000,0.880000,5.000000,8.000000,0.600000,4.000000,-1.900000,5.000000,0.000000
232,CAND_0084391,116.151280,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,3.5,HCL,IT Services,"Chennai, Tamil Nadu",AI Research Engineer | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Feature Engineering assessment 75.8/100",profile states limited ownership of modeling or deployment,weak:skill_duration_overrun,True,2026-05-04,0.490,88.9,60,False,False,"This 3.5-year AI Research Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, 3.5 years is below the preferred experience band and location/relocation fit is weaker.",72.000000,7.500000,19.181280,0.000000,7.680000,0.000000,2.040000,5.000000,2.500000,0.600000,4.000000,0.650000,5.000000,0.000000
233,CAND_0010541,116.134320,applied_ml,3,ml_platform,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,6.2,Wysa,HealthTech AI,"Hyderabad, Telangana",AI Research Engineer | Junior ML Engineer,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Weaviate assessment 76.8/100,profile states limited ownership of modeling or deployment,,True,2026-03-08,0.590,63.3,60,False,True,"AI Research Engineer with 6.2 years at Wysa; operates production ML pipelines, feature infrastructure, monitoring, and drift checks. The profile is open to work with a 0.59 recruiter response rate and 60-day notice.",72.000000,4.500000,13.041120,0.640000,9.336800,0.000000,2.880000,4.320400,8.000000,1.050000,3.116000,2.250000,5.000000,0.000000
234,CAND_0000273,116.125280,applied_ml,3,recommendation,ML Engineer,ML Engineer | 5.8 yrs in analytics & ML,5.8,BYJU'S,EdTech,"Kolkata, West Bengal",ML Engineer | Senior Software Engineer (ML),"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Forecasting assessment 80.9/100",profile states limited ownership of modeling or deployment,weak:salary_range_inverted,True,2026-05-07,0.470,110.7,60,True,False,Career evidence from this ML Engineer (5.8 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,12.845280,0.320000,7.680000,0.000000,0.880000,5.000000,8.000000,1.050000,4.000000,1.850000,5.000000,0.000000
235,CAND_0029294,116.080720,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,4.0,TCS,IT Services,"Gurgaon, Haryana",AI Research Engineer | AI Research Engineer,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | not marked open to work,,False,2026-03-21,0.340,4.2,60,True,True,"At TCS, this AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.34 recruiter response rate and 60-day notice; not marked open to work and recruiter response rate is only 0.34.",72.000000,12.000000,13.386720,0.320000,7.680000,0.000000,1.840000,5.000000,5.500000,0.000000,1.354000,2.000000,5.000000,0.000000
236,CAND_0019288,115.949040,applied_ml,3,applied_ml,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,5.7,Paytm,Fintech,"Noida, Uttar Pradesh",AI Research Engineer | Junior ML Engineer | AI Research Engineer,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | OpenSearch assessment 79.2/100",profile states limited ownership of modeling or deployment,weak:salary_range_inverted,True,2026-05-03,0.380,29.4,30,False,True,This 5.7-year AI Research Engineer has shipped applied-ML work with concrete modeling and production evidence. A 0.38 response rate and 30-day notice make the profile workable for outreach.,72.000000,4.000000,9.600000,0.554240,8.640800,0.000000,4.040000,5.000000,8.000000,2.550000,3.564000,3.000000,5.000000,0.000000
237,CAND_0068932,115.796160,applied_ml,3,recommendation,ML Engineer,ML Engineer | Data Science & ML enthusiast,5.2,Krutrim,AI/ML,"Noida, Uttar Pradesh",ML Engineer | Computer Vision Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,,True,2026-05-26,0.820,3.9,30,True,True,ML Engineer with 5.2 years at Krutrim; built production recommendation and behavioral reranking components. Main concern: ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,12.365280,0.452480,7.680000,0.000000,0.680000,4.668400,8.000000,0.450000,4.000000,3.000000,5.000000,0.000000
238,CAND_0087316,115.726400,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,4.1,Razorpay,Fintech,"Gurgaon, Haryana",AI Research Engineer | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,,False,2026-04-26,0.800,76.1,90,False,True,Career evidence from this AI Research Engineer (4.1 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because not marked open to work and notice period is 90 days.,72.000000,7.500000,20.000000,0.320000,7.680000,0.000000,0.880000,4.668400,5.500000,0.450000,1.028000,0.700000,5.000000,0.000000
239,CAND_0033749,115.662880,applied_ml,3,recommendation,Computer Vision Engineer,Computer Vision Engineer | Data Science & ML enthusiast,4.7,TCS,IT Services,"Bhubaneswar, Odisha",Computer Vision Engineer | Data Scientist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 120-day notice period,weak:repeated_role_description,True,2026-03-04,0.780,31.7,120,False,False,"At TCS, this Computer Vision Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.78 recruiter response rate and 120-day notice; notice period is 120 days and location/relocation fit is weaker.",72.000000,7.500000,19.550400,0.452480,7.680000,0.000000,0.880000,5.000000,5.500000,0.000000,4.000000,-1.900000,5.000000,0.000000
240,CAND_0013988,115.603200,applied_ml,3,recommendation,Junior ML Engineer,Junior ML Engineer | 5.4 yrs in analytics & ML,5.4,Ola,Transportation,"Vizag, Andhra Pradesh",Junior ML Engineer | Senior Software Engineer (ML) | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | scikit-learn assessment 61.4/100",profile states limited ownership of modeling or deployment | 90-day notice period,,True,2026-04-24,0.290,45.7,90,False,False,"This 5.4-year Junior ML Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, recruiter response rate is only 0.29 and notice period is 90 days.",72.000000,7.500000,13.560000,0.320000,8.640800,0.000000,2.040000,4.668400,8.000000,1.050000,3.474000,-0.650000,5.000000,0.000000
241,CAND_0099269,115.508800,applied_ml,3,recommendation,Data Scientist,Data Scientist | Building ML-powered solutions,5.5,BYJU'S,EdTech,"Noida, Uttar Pradesh",Data Scientist | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | NLP assessment 73.1/100",profile states limited ownership of modeling or deployment | 120-day notice period,,True,2026-05-23,0.330,90.2,120,True,True,Data Scientist with 5.5 years at BYJU'S; built production recommendation and behavioral reranking components. Main concern: recruiter response rate is only 0.33 and notice period is 120 days.,72.000000,7.500000,13.041120,0.452480,8.640800,0.000000,2.040000,4.668400,8.000000,1.200000,3.266000,-0.300000,5.000000,0.000000
242,CAND_0073917,115.452720,applied_ml,3,recommendation,Data Scientist,Data Scientist | 5.8 yrs in analytics & ML,5.8,InMobi,AdTech,"Bhubaneswar, Odisha",Data Scientist | AI Specialist | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | MLflow assessment 69.4/100",profile states limited ownership of modeling or deployment | 90-day notice period,,True,2026-03-29,0.460,84.8,90,False,False,Career evidence from this Data Scientist (5.8 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because notice period is 90 days and location/relocation fit is weaker.,72.000000,7.500000,14.238720,0.320000,7.680000,0.000000,2.040000,5.000000,8.000000,0.600000,3.974000,-0.900000,5.000000,0.000000
243,CAND_0024147,115.400720,applied_ml,3,recommendation,ML Engineer,ML Engineer | Data Science & ML enthusiast,5.9,Ola,Transportation,"Jaipur, Rajasthan",ML Engineer | Data Scientist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Qdrant assessment 63.7/100",profile states limited ownership of modeling or deployment,,True,2026-04-03,0.840,28.0,60,False,False,"At Ola, this ML Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.84 recruiter response rate and 60-day notice; location/relocation fit is weaker.",72.000000,7.500000,13.719840,0.452480,7.680000,0.000000,0.680000,4.668400,8.000000,1.050000,4.000000,0.650000,5.000000,0.000000
244,CAND_0043860,115.394640,applied_ml,3,recommendation,Junior ML Engineer,Junior ML Engineer | 6.1 yrs in analytics & ML,6.1,Aganitha,AI/ML,"Bhubaneswar, Odisha",Junior ML Engineer | Senior Software Engineer (ML),"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Information Retrieval assessment 83.5/100",profile states limited ownership of modeling or deployment,,True,2026-05-26,0.810,7.1,30,True,False,"This 6.1-year Junior ML Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, ranking-evaluation depth is less explicit than the strongest profiles.",72.000000,7.500000,11.412000,0.554240,7.680000,0.000000,0.880000,4.668400,8.000000,1.050000,4.000000,2.650000,5.000000,0.000000
245,CAND_0067866,115.354080,applied_ml,3,recommendation,Senior Software Engineer (ML),Senior Software Engineer (ML) | 6.4 yrs in analytics & ML,6.4,Tech Mahindra,IT Services,"Noida, Uttar Pradesh",Senior Software Engineer (ML) | ML Engineer | Data Scientist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,,True,2026-05-22,0.790,6.6,45,True,True,Senior Software Engineer (ML) with 6.4 years at Tech Mahindra; built production recommendation and behavioral reranking components. Main concern: ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,10.733280,0.640000,8.640800,0.000000,1.840000,5.000000,8.000000,0.000000,4.000000,2.000000,5.000000,0.000000
246,CAND_0091890,115.228640,applied_ml,3,applied_ml,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,4.7,Verloop.io,Conversational AI,"Hyderabad, Telangana",AI Research Engineer | ML Engineer,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | scikit-learn assessment 75.7/100",profile states limited ownership of modeling or deployment,,True,2026-05-14,0.490,72.2,60,True,True,"Career evidence from this AI Research Engineer (4.7 years) has shipped applied-ML work with concrete modeling and production evidence. Availability signals are supportive: open to work, 0.49 response rate, and 60-day notice.",72.000000,4.000000,15.153120,0.715520,7.680000,0.000000,2.880000,5.000000,5.500000,1.050000,4.000000,2.250000,5.000000,0.000000
247,CAND_0099751,115.211680,applied_ml,3,recommendation,Junior ML Engineer,Junior ML Engineer | 5.5 yrs in analytics & ML,5.5,Observe.AI,AI/ML,"Chennai, Tamil Nadu",Junior ML Engineer | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 120-day notice period,,True,2026-04-22,0.640,3.8,120,True,False,"At Observe.AI, this Junior ML Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.64 recruiter response rate and 120-day notice; notice period is 120 days.",72.000000,7.500000,13.560000,0.452480,8.640800,0.000000,1.840000,4.668400,8.000000,0.000000,4.000000,-0.450000,5.000000,0.000000
248,CAND_0032271,115.140240,applied_ml,3,applied_ml,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,6.6,Mad Street Den,AI/ML,"Hyderabad, Telangana",AI Research Engineer | AI Specialist | AI Specialist,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.",profile states limited ownership of modeling or deployment | 120-day notice period,,True,2026-05-21,0.790,60.4,120,False,True,"This 6.6-year AI Research Engineer has shipped applied-ML work with concrete modeling and production evidence. Relative to nearby candidates, notice period is 120 days.",72.000000,4.000000,15.349440,0.320000,8.640800,0.000000,2.880000,5.000000,8.000000,0.000000,4.000000,-0.050000,5.000000,0.000000
249,CAND_0018653,114.988640,applied_ml,3,recommendation,ML Engineer,ML Engineer | 6.5 yrs in analytics & ML,6.5,Vedantu,EdTech,"Kochi, Kerala",ML Engineer | Computer Vision Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:activity_before_signup | weak:repeated_role_description,False,2026-04-13,0.720,57.7,90,False,False,ML Engineer with 6.5 years at Vedantu; built production recommendation and behavioral reranking components. Main concern: not marked open to work and notice period is 90 days.,72.000000,7.500000,18.590400,0.554240,7.680000,0.000000,0.680000,5.000000,8.000000,0.000000,1.334000,-0.900000,5.000000,0.450000
250,CAND_0066035,114.987520,applied_ml,3,recommendation,Data Scientist,Data Scientist | Building ML-powered solutions,6.7,Razorpay,Fintech,"Kolkata, West Bengal",Data Scientist | AI Specialist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Information Retrieval assessment 59.1/100",profile states limited ownership of modeling or deployment,,True,2026-05-23,0.340,107.1,45,False,False,Career evidence from this Data Scientist (6.7 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because recruiter response rate is only 0.34 and location/relocation fit is weaker.,72.000000,7.500000,11.693280,0.554240,8.640800,0.000000,2.122800,4.668400,8.000000,0.450000,3.958000,0.400000,5.000000,0.000000
251,CAND_0068985,114.966800,applied_ml,3,recommendation,Senior Software Engineer (ML),Senior Software Engineer (ML) | Building ML-powered solutions,5.2,Locobuzz,AI/ML,New York,Senior Software Engineer (ML) | ML Engineer | Computer Vision Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | TensorFlow assessment 80.4/100",profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:salary_range_inverted,False,2026-03-08,0.880,77.3,90,True,False,"At Locobuzz, this Senior Software Engineer (ML) built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.88 recruiter response rate and 90-day notice; not marked open to work and notice period is 90 days.",72.000000,7.500000,13.521120,0.452480,8.640800,0.000000,1.840000,4.668400,8.000000,1.500000,1.294000,0.550000,5.000000,0.000000
252,CAND_0086028,114.842320,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,6.2,PharmEasy,HealthTech,"Kolkata, West Bengal",AI Research Engineer | Computer Vision Engineer | ML Engineer | Computer Vision Engineer,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:repeated_role_description,False,2026-03-12,0.290,58.4,120,False,False,"This 6.2-year AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence. Relative to nearby candidates, not marked open to work and recruiter response rate is only 0.29.",72.000000,12.000000,14.001120,0.320000,8.640800,0.000000,2.040000,4.320400,8.000000,0.450000,-0.280000,-1.650000,5.000000,0.000000
253,CAND_0053605,114.794160,applied_ml,3,recommendation,Senior Software Engineer (ML),Senior Software Engineer (ML) | 6.9 yrs in analytics & ML,6.9,Verloop.io,Conversational AI,"Noida, Uttar Pradesh",Senior Software Engineer (ML) | ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | pgvector assessment 79.9/100",profile states limited ownership of modeling or deployment,,True,2026-05-22,0.880,11.8,30,False,True,Senior Software Engineer (ML) with 6.9 years at Verloop.io; built production recommendation and behavioral reranking components. Main concern: ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,11.213280,0.452480,7.680000,0.000000,0.680000,4.668400,8.000000,0.600000,4.000000,3.000000,5.000000,0.000000
254,CAND_0046278,114.771760,applied_ml,3,recommendation,Senior Software Engineer (ML),Senior Software Engineer (ML) | 4.6 yrs in analytics & ML,4.6,Dream11,Gaming,"Ahmedabad, Gujarat",Senior Software Engineer (ML) | AI Research Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,,True,2026-03-27,0.500,55.2,60,False,False,Career evidence from this Senior Software Engineer (ML) (4.6 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because location/relocation fit is weaker.,72.000000,7.500000,15.149280,0.452480,7.680000,0.000000,1.840000,5.000000,5.500000,0.000000,4.000000,0.650000,5.000000,0.000000
255,CAND_0088378,114.743280,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,6.0,Yellow.ai,AI/ML,"Jaipur, Rajasthan",AI Research Engineer | Junior ML Engineer | Data Scientist | Senior Software Engineer (ML),Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Image Classification assessment 73.9/100,profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-02-26,0.580,66.3,45,False,False,"At Yellow.ai, this AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.58 recruiter response rate and 45-day notice; location/relocation fit is weaker.",72.000000,12.000000,8.928000,0.452480,8.640800,0.000000,0.680000,3.840000,8.000000,1.200000,3.352000,0.650000,5.000000,0.000000
256,CAND_0036484,114.720080,applied_ml,3,ml_platform,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,5.7,InMobi,AdTech,"Kolkata, West Bengal",AI Research Engineer | AI Research Engineer,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | TensorFlow assessment 67.4/100,profile states limited ownership of modeling or deployment | 90-day notice period,weak:repeated_role_description,True,2026-02-20,0.800,13.5,90,False,False,"This 5.7-year AI Research Engineer operates production ML pipelines, feature infrastructure, monitoring, and drift checks. Relative to nearby candidates, notice period is 90 days and location/relocation fit is weaker.",72.000000,4.500000,12.387840,0.554240,10.298000,0.000000,3.840000,3.840000,8.000000,1.200000,4.000000,-0.900000,5.000000,0.000000
257,CAND_0002770,114.593400,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,5.7,Wipro,IT Services,"Bhubaneswar, Odisha",AI Research Engineer | AI Research Engineer | AI Specialist,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | 120-day notice period,,True,2026-03-05,0.590,30.4,120,True,False,AI Research Engineer with 5.7 years at Wipro; owns a production relevance system with explicit evaluation and operational evidence. Main concern: notice period is 120 days.,72.000000,12.000000,9.600000,0.320000,8.640800,0.000000,2.122800,4.337800,8.000000,0.000000,3.022000,-0.450000,5.000000,0.000000
258,CAND_0017648,114.588400,applied_ml,3,recommendation,AI Specialist,AI Specialist | 4.0 yrs in analytics & ML,4.0,Freshworks,SaaS,"Mumbai, Maharashtra",AI Specialist | ML Engineer | ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 120-day notice period,weak:repeated_role_description,True,2026-03-25,0.620,38.3,120,False,True,Career evidence from this AI Specialist (4.0 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because notice period is 120 days.,72.000000,7.500000,16.958400,0.320000,7.680000,0.000000,0.680000,5.000000,5.500000,0.000000,4.000000,-0.050000,5.000000,0.000000
259,CAND_0054829,114.570160,applied_ml,3,recommendation,Computer Vision Engineer,Computer Vision Engineer | Building ML-powered solutions,5.7,BYJU'S,EdTech,"Noida, Uttar Pradesh",Computer Vision Engineer | Senior Software Engineer (ML),"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Kubeflow assessment 81.7/100",profile states limited ownership of modeling or deployment,,True,2026-03-05,0.750,78.2,45,False,True,"At BYJU'S, this Computer Vision Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.75 recruiter response rate and 45-day notice; ranking-evaluation depth is less explicit than the strongest profiles.",72.000000,7.500000,12.365280,0.452480,7.680000,0.000000,0.680000,4.668400,8.000000,0.600000,3.624000,2.000000,5.000000,0.000000
